;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_30C_2H_2PP_3Co_10.data;;85;4319;2436;1865;3601.11;2101.28;1499.76;22091;46990;0.435981
Inst_6P_30C_2H_2PP_3Co_12.data;;81;4233;2608;1899;3601.12;3044.07;556.975;29449;57727;0.383888
Inst_6P_30C_2H_2PP_3Co_13.data;;101;4740;3071;2399;3601.14;3180.28;420.753;42160;74052;0.35211
Inst_6P_30C_2H_2PP_3Co_14.data;;102;4444;2662;2020;3601.11;2995.6;605.416;34050;56723;0.40099
Inst_6P_30C_2H_2PP_3Co_1.data;;63;4125;2572;1915;3601.1;3228.84;372.192;27703;53007;0.376485
Inst_6P_30C_2H_2PP_3Co_2.data;;131;4359;2768;2171;3601.15;3305.69;295.377;30700;49767;0.364992
Inst_6P_30C_2H_2PP_3Co_3.data;;79;3928;2750;1904;3601.13;3177.13;423.924;43941;54278;0.299898
Inst_6P_30C_2H_2PP_3Co_4.data;;133;5034;2871;2104;4387.64;3044.6;1342.96;40397;52100;0.429678
Inst_6P_30C_2H_2PP_3Co_7.data;;72;4149;2778;2170;3601.09;2923.94;677.089;25820;55517;0.330441
Inst_6P_30C_2H_2PP_3Co_8.data;;133;5145;3069;2456;3601.1;3228.96;372.067;35596;49857;0.403499
