;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_30C_2H_2PP_3Co_10.data;;11;3606;2521;1865;3948.87;2205.55;1743.3;9886;20636;0.300887
Inst_6P_30C_2H_2PP_3Co_12.data;;20;3797;2703;1899;3601.06;2275.38;1325.64;18537;30355;0.288122
Inst_6P_30C_2H_2PP_3Co_13.data;;40;4282;3266;2399;3601.08;3039.9;561.119;34611;48334;0.237272
Inst_6P_30C_2H_2PP_3Co_14.data;;16;4202;2805;2020;3601.06;3006.64;594.385;16087;24640;0.332461
Inst_6P_30C_2H_2PP_3Co_1.data;;20;3782;2661;1915;3601.06;3339.52;261.497;17430;27155;0.296404
Inst_6P_30C_2H_2PP_3Co_2.data;;27;4057;2852;2171;3601.06;3170.18;430.839;23015;30856;0.297018
Inst_6P_30C_2H_2PP_3Co_3.data;;20;3832;2784;1904;3601.13;3311.39;289.705;25245;25939;0.273486
Inst_6P_30C_2H_2PP_3Co_4.data;;21;4103;2979;2104;4147.91;2354.59;1793.29;18894;29165;0.273946
Inst_6P_30C_2H_2PP_3Co_7.data;;44;3866;2939;2170;3601.43;2412.85;1188.53;22994;37741;0.239783
Inst_6P_30C_2H_2PP_3Co_8.data;;24;4492;3218;2456;3601.07;3187.19;413.841;22089;36270;0.283615
