;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_1H_2PP_3Co_11.data;;37;2774;2635;1059;14400.1;14395.6;4.47618;12041;16106;0.0501081
Inst_6P_20C_1H_2PP_3Co_12.data;;32;3227;2744;1557;14400;14394.4;5.64444;21173;21174;0.149675
Inst_6P_20C_1H_2PP_3Co_15.data;;36;2758;2483;1222;14400;14393.9;6.15502;19696;21159;0.0997099
Inst_6P_20C_1H_2PP_3Co_16.data;;56;3109;2801;1424;14400.1;14395.3;4.8139;12548;14124;0.0990672
Inst_6P_20C_1H_2PP_3Co_1.data;;38;3661;3119;1617;14400;14396.9;3.11579;15950;15874;0.148047
Inst_6P_20C_1H_2PP_3Co_2.data;;27;2412;2290;1046;14400.1;14395.7;4.44705;16187;15717;0.0505804
Inst_6P_20C_1H_2PP_3Co_3.data;;32;2499;2375;1046;14400;14397.8;2.19412;10961;11199;0.0496198
Inst_6P_20C_1H_2PP_3Co_4.data;;46;3000;2701;1315;14400;14396.7;3.30537;12949;16738;0.0996667
Inst_6P_20C_1H_2PP_3Co_5.data;;70;3228;2958;1711;14400;14389.7;10.2804;26907;19602;0.0836431
Inst_6P_20C_1H_2PP_3Co_8.data;;38;3051;2735;1478;14400.1;14395.7;4.40301;13938;13003;0.103573
