;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_1H_2PP_3Co_11.data;;79;2803;2609;1059;3601.05;3594.23;6.79755;7577;13873;0.0692116
Inst_6P_20C_1H_2PP_3Co_12.data;;41;3487;2596;1557;3601.03;3597.66;3.35561;6925;9917;0.25552
Inst_6P_20C_1H_2PP_3Co_15.data;;53;2852;2300;1222;3601.03;3596.59;4.423;7106;10375;0.193548
Inst_6P_20C_1H_2PP_3Co_16.data;;58;3140;2658;1424;3601.03;3597.43;3.5786;7762;10688;0.153503
Inst_6P_20C_1H_2PP_3Co_1.data;;55;3689;2993;1617;3601.04;3599.23;1.79263;8267;5326;0.188669
Inst_6P_20C_1H_2PP_3Co_2.data;;69;2448;2151;1046;3601.08;3595.94;5.11997;9017;14745;0.121324
Inst_6P_20C_1H_2PP_3Co_3.data;;64;2501;2248;1046;3601.04;3595.39;5.63112;8039;13563;0.10116
Inst_6P_20C_1H_2PP_3Co_4.data;;50;2979;2682;1315;3601.03;3598.58;2.43825;5916;8830;0.0996979
Inst_6P_20C_1H_2PP_3Co_5.data;;123;3280;2817;1711;3601.05;3592.6;8.41091;15886;20778;0.141159
Inst_6P_20C_1H_2PP_3Co_8.data;;65;3106;2624;1478;3601.03;3595.78;5.23211;9434;11967;0.155184
