;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_1H_2PP_3Co_11.data;;46;10000;1963;1093;3601.05;3598;3.03773;10572;5688;0.8037
Inst_6P_20C_1H_2PP_3Co_12.data;;28;10000;2380;1557;3601.03;3598.46;2.55089;8834;4507;0.762
Inst_6P_20C_1H_2PP_3Co_15.data;;41;10000;2026;1222;3601.03;3595.63;5.38604;10736;6413;0.7974
Inst_6P_20C_1H_2PP_3Co_16.data;;46;10000;2381;1437;3601.08;3596.75;4.30804;13556;5572;0.7619
Inst_6P_20C_1H_2PP_3Co_1.data;;27;10000;2543;1621;3601.04;3598.37;2.65564;9248;4407;0.7457
Inst_6P_20C_1H_2PP_3Co_2.data;;55;10000;1826;1055;3601.03;3596.17;4.84522;13325;5285;0.8174
Inst_6P_20C_1H_2PP_3Co_3.data;;41;10000;1859;1048;3601.05;3598.46;2.57091;11209;2865;0.8141
Inst_6P_20C_1H_2PP_3Co_4.data;;35;10000;2347;1315;3601.04;3598.01;3.01662;11257;5376;0.7653
Inst_6P_20C_1H_2PP_3Co_5.data;;61;10000;2610;1714;3601.04;3595.24;5.77715;14330;7430;0.739
Inst_6P_20C_1H_2PP_3Co_8.data;;32;10000;2245;1478;3601.05;3597.87;3.17153;9570;4467;0.7755
