;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_1H_2PP_3Co_11.data;;14;2825;2414;1059;3601.05;3565.09;35.9307;20484;19512;0.145487
Inst_6P_20C_1H_2PP_3Co_12.data;;12;3346;2705;1557;3601.08;3559.06;41.9777;25507;20776;0.191572
Inst_6P_20C_1H_2PP_3Co_15.data;;17;2889;2329;1222;3601.06;3554.33;46.6825;27110;27039;0.193839
Inst_6P_20C_1H_2PP_3Co_16.data;;17;3153;2682;1424;3601.07;3555.59;45.4457;22652;20814;0.149382
Inst_6P_20C_1H_2PP_3Co_1.data;;13;3838;3015;1617;3601.07;3556.69;44.3545;29462;21178;0.214435
Inst_6P_20C_1H_2PP_3Co_2.data;;20;2427;2199;1046;3601.06;3558.4;42.6342;21845;18469;0.0939431
Inst_6P_20C_1H_2PP_3Co_3.data;;18;2509;2267;1046;3601.05;3581.41;19.6167;15392;12700;0.0964528
Inst_6P_20C_1H_2PP_3Co_4.data;;17;3020;2723;1315;3601.06;3555.29;45.7207;24026;21706;0.0983444
Inst_6P_20C_1H_2PP_3Co_5.data;;33;3306;2889;1711;3601.09;3528.93;72.1051;36653;22750;0.126134
Inst_6P_20C_1H_2PP_3Co_8.data;;15;3084;2606;1478;3601.05;3558.3;42.7226;25861;18644;0.154994
