;Status;Iteration;Upper;Lower;Initial LB;Total time;Time to solve Masters;Time to solve Subs;Nb Feas cut; Nb Opt cut ; Gap
Inst_6P_20C_1H_2PP_3Co_11.data;;90;3156;2366;1059;3601.16;3510.94;90.1131;69030;63801;0.250317
Inst_6P_20C_1H_2PP_3Co_12.data;;99;4158;2508;1557;3601.21;3506.24;94.8833;90158;40196;0.396825
Inst_6P_20C_1H_2PP_3Co_15.data;;82;3329;2269;1222;3601.14;3498.03;103.004;78632;61023;0.318414
Inst_6P_20C_1H_2PP_3Co_16.data;;127;3345;2638;1424;3601.17;3497.24;103.789;91684;69704;0.21136
Inst_6P_20C_1H_2PP_3Co_1.data;;118;4846;3040;1617;3601.22;3534.14;66.9448;107241;63883;0.372678
Inst_6P_20C_1H_2PP_3Co_2.data;;53;3176;2091;1046;3601.16;3512.34;88.6876;72701;48905;0.341625
Inst_6P_20C_1H_2PP_3Co_3.data;;95;3024;2072;1046;3601.16;3498.41;102.625;78147;39608;0.314815
Inst_6P_20C_1H_2PP_3Co_4.data;;96;3302;2555;1315;3601.24;3515.26;85.8222;78901;60293;0.226227
Inst_6P_20C_1H_2PP_3Co_5.data;;128;4111;2708;1711;3601.22;3486.37;114.702;96289;58312;0.34128
Inst_6P_20C_1H_2PP_3Co_8.data;;112;3954;2697;1478;3601.17;3516.42;84.6349;97839;52610;0.317906
